Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3cWmqvMwVQKDigWLSZ3w9h,"Rockstar Made","Whole Lotta Red","Playboi Carti",2020-12-25,193574,68,igotbookies,2022-02-25T17:29:40Z,"atl hip hop,plugg,pluggnb,rage rap,rap","AWGE/Interscope Records",0.773,0.612,8,-5.73,1,0.232,0.0398,0,0.142,0.381,149.999,4
11kDth1aKUEUMq9r1pqyds,"5% TINT","ASTROWORLD","Travis Scott",2018-08-03,196138,75,igotbookies,2023-02-09T05:57:23Z,"rap,slap house","Cactus Jack / Epic",0.712,0.481,4,-5.415,0,0.0487,0.173,0,0.241,0.062,140,4
3iVcZ5G6tvkXZkZKlMpIUs,"Alright","To Pimp A Butterfly","Kendrick Lamar",2015-03-16,219333,79,igotbookies,2023-03-02T04:49:56Z,"conscious hip hop,hip hop,rap,west coast rap","Aftermath",0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,4
6gi6y1xwmVszDWkUqab1qw,"OUT WEST (feat. Young Thug)","JACKBOYS","JACKBOYS,Travis Scott,Young Thug",2019-12-27,157712,74,igotbookies,2022-02-25T18:22:30Z,"pop rap,rap,slap house,atl hip hop,atl trap,gangster rap,hip hop,melodic rap,trap","Cactus Jack/Epic",0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864,4
09hbZ8vF8YmlVQq55Ai1Ay,"Switching Lanes (feat. Playboi Carti)","The Life Of Pi'erre 5","Pi’erre Bourne,Playboi Carti",2021-06-11,190097,57,igotbookies,2022-02-26T21:29:35Z,"melodic rap,atl hip hop,plugg,pluggnb,rage rap,rap","Interscope Records",0.458,0.506,1,-9.596,0,0.2,0.408,0,0.347,0.736,163.028,4
2BJSMvOGABRxokHKB0OI8i,"Shoota (feat. Lil Uzi Vert)","Die Lit","Playboi Carti,Lil Uzi Vert",2018-05-11,153800,74,igotbookies,2022-02-26T21:29:40Z,"atl hip hop,plugg,pluggnb,rage rap,rap,hip hop,melodic rap,philly rap,trap","AWGE Label",0.673,0.649,1,-8.433,0,0.196,0.188,0,0.122,0.47,153.075,4
2Z5MbKovyels3EXitye0eo,"Loose Change (feat. Earl Sweatshirt)","This Thing Of Ours","The Alchemist,Earl Sweatshirt",2021-04-30,118398,60,igotbookies,2022-02-26T23:23:37Z,"alternative hip hop,drumless hip hop,hip hop,instrumental hip hop,west coast rap,experimental hip hop,rap,underground hip hop","ALC",0.506,0.628,9,-8.167,1,0.175,0.146,0.0000291,0.135,0.363,86.131,4
29TPjc8wxfz4XMn21O7VsZ,"Sky","Whole Lotta Red","Playboi Carti",2020-12-25,193234,78,igotbookies,2022-02-28T01:10:06Z,"atl hip hop,plugg,pluggnb,rage rap,rap","AWGE/Interscope Records",0.785,0.903,2,-4.184,1,0.21,0.258,0,0.169,0.565,139.98,4
6PGoSes0D9eUDeeAafB2As,"LOVE. FEAT. ZACARI.","DAMN.","Kendrick Lamar,Zacari",2017-04-14,213400,80,igotbookies,2023-02-09T02:08:16Z,"conscious hip hop,hip hop,rap,west coast rap","Aftermath",0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,4
3JJL91ilRV6fXhKqu0FGXs,"HOT WIND BLOWS (feat. Lil Wayne)","CALL ME IF YOU GET LOST","Tyler, The Creator,Lil Wayne",2021-06-25,155292,69,igotbookies,2022-03-01T20:41:08Z,"hip hop,rap,new orleans rap,pop rap,trap","Columbia",0.371,0.75,7,-5.382,0,0.402,0.601,0,0.482,0.729,173.456,4
1UGD3lW3tDmgZfAVDh6w7r,"Devil In A New Dress","My Beautiful Dark Twisted Fantasy","Kanye West,Rick Ross",2010-11-22,351946,76,igotbookies,2023-02-15T04:02:17Z,"chicago rap,hip hop,rap,dirty south rap,gangster rap,southern hip hop,trap","Roc-A-Fella",0.435,0.76,8,-4.935,0,0.0721,0.0175,0,0.158,0.206,80.082,4
011ZwIM48eD8ee2UBpG8nK,"12.38 (feat. 21 Savage, Ink & Kadhja Bonet)","3.15.20","Childish Gambino,21 Savage,Ink,Kadhja Bonet",2020-03-22,392186,0,igotbookies,2023-02-10T02:50:30Z,"atl hip hop,hip hop,rap,alternative r&b,indie soul,psychedelic soul","Wolf+Rothstein/RCA Records",0.691,0.524,5,-9.718,1,0.16,0.197,0.0000429,0.488,0.41,164.047,4
6wOdpwaVrRtWlVSQNMBNQU,"Some Girl (feat. Steve Lacy)","At What Cost","GoldLink,Steve Lacy",2017-03-24,342244,55,igotbookies,2023-02-22T05:39:19Z,"alternative r&b,afrofuturism","Squaaash Club/RCA Records",0.424,0.606,6,-6.062,0,0.159,0.106,0.000272,0.144,0.397,213.788,4
3zakx7RAwdkUQlOoQ7SJRt,"GRAVITY (FEAT. TYLER, THE CREATOR)","WASTELAND","Brent Faiyaz,Dahi,Tyler, The Creator",2022-07-08,214692,68,igotbookies,2023-02-10T02:50:34Z,"r&b,rap,hip hop","Lost Kids LLC., Marketed by Venice / Stem",0.541,0.619,1,-8.746,0,0.254,0.167,0.00633,0.144,0.491,163.908,4
2gAGWaK4wvt2xrFUlR4mK8,"Jukebox Joints (feat. Joe Fox & Kanye West)","AT.LONG.LAST.A$AP","A$AP Rocky,Joe Fox,Kanye West",2015-05-26,323960,72,igotbookies,2023-02-09T06:00:54Z,"east coast hip hop,hip hop,rap,uk hip hop,chicago rap","A$AP Worldwide/Polo Grounds Music/RCA Records",0.284,0.803,2,-5.293,0,0.173,0.302,0,0.242,0.553,67.536,4
6IZvVAP7VPPnsGX6bvgkqg,"PRIDE.","DAMN.","Kendrick Lamar",2017-04-14,275253,81,igotbookies,2023-02-09T06:07:32Z,"conscious hip hop,hip hop,rap,west coast rap","Aftermath",0.665,0.535,4,-7.056,0,0.0572,0.0786,0.0000168,0.154,0.37,138.842,4
7umZiitjVsEjMQ6HNddpUI,"Love Is Only a Feeling","Love Is Only a Feeling","Joey Bada$$",2017-07-06,152041,75,igotbookies,2023-02-09T06:10:30Z,"conscious hip hop,hip hop,rap","Pro Era",0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,4
7J2gyNghNTzl4EsLhXp01Q,"infinity (888) - feat. Joey Bada$$","?","XXXTENTACION,Joey Bada$$",2018-03-16,176590,70,igotbookies,2023-02-09T06:12:16Z,"emo rap,miami hip hop,rap,conscious hip hop,hip hop","Bad Vibes Forever, LLC",0.562,0.579,10,-6.788,0,0.484,0.274,0,0.102,0.577,84.143,4
2MF4HtZHBoUliOi9nOAbS0,"Purity (feat. Frank Ocean)","TESTING","A$AP Rocky,Frank Ocean",2018-05-25,262360,65,igotbookies,2023-02-09T06:18:34Z,"east coast hip hop,hip hop,rap,lgbtq+ hip hop,neo soul","A$AP Worldwide/Polo Grounds Music/RCA Records",0.593,0.37,11,-11.674,0,0.397,0.832,0,0.108,0.312,135.391,4
5KUNwkaNf8l5A9sXZhiCgI,"Rapp Snitch Knishes","MM..FOOD","MF DOOM,Mr. Fantastik",2004-11-16,172893,74,igotbookies,2022-08-26T03:28:24Z,"east coast hip hop,hip hop,instrumental hip hop,rap","Rhymesayers",0.728,0.832,7,-6.827,1,0.267,0.327,0,0.504,0.825,95.051,4
7rbECVPkY5UODxoOUVKZnA,"I Wonder","Graduation","Kanye West",2007-09-11,243440,80,igotbookies,2023-02-09T02:08:20Z,"chicago rap,hip hop,rap","Roc-A-Fella",0.542,0.466,0,-8.668,1,0.0824,0.141,0.000444,0.125,0.127,191.386,4
7LGWmZaoS7jZJ5tEi9EcDi,"HAD ENOUGH (feat. Quavo & Offset)","JACKBOYS","Don Toliver,Quavo,Offset",2019-12-27,157133,59,igotbookies,2022-10-16T23:29:53Z,"rap,atl hip hop,melodic rap,trap,hip hop,pop rap","Cactus Jack/Epic",0.75,0.789,2,-4.578,1,0.108,0.253,0,0.129,0.673,147.957,4
3sNVsP50132BTNlImLx70i,"Bound 2","Yeezus","Kanye West",2013-06-18,229146,79,igotbookies,2022-10-16T23:30:11Z,"chicago rap,hip hop,rap","Rock The World/IDJ/Kanye/LP6",0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,4
4KW1lqgSr8TKrvBII0Brf8,"Father Stretch My Hands Pt. 1","The Life Of Pablo","Kanye West",2016-06-10,135920,81,igotbookies,2022-10-16T23:30:14Z,"chicago rap,hip hop,rap","Rock The World/IDJ/Kanye LP7",0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,4
3DoBTwfr8yi2LN08SBpFkN,"Watch (feat. Lil Uzi Vert & Kanye West)","Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott,Lil Uzi Vert,Kanye West",2018-05-04,217405,59,igotbookies,2022-10-16T23:30:20Z,"rap,slap house,hip hop,melodic rap,philly rap,rage rap,trap,chicago rap","Epic/Grand Hustle/Cactus Jack",0.706,0.559,4,-5.216,0,0.0416,0.0372,0,0.379,0.252,78.534,4
1SsbAUqPSt20PhHAuVSDNu,"Stars (feat. Yasiin Bey)","The Forever Story (Extended Version)","JID,Yasiin Bey",2022-10-31,258243,58,igotbookies,2023-02-15T04:51:53Z,"hip hop,pop rap,rap,underground hip hop","Dreamville/Interscope",0.494,0.583,10,-10.506,0,0.289,0.433,0.00000139,0.286,0.364,117.927,4
3ZYwSDF9knZI0RVlKR4PHC,"Bad Company (feat. BlocBoy JB)","Bad Company (feat. BlocBoy JB)","A$AP Rocky,BlocBoy JB",2018-03-28,183809,48,igotbookies,2022-10-16T23:30:23Z,"east coast hip hop,hip hop,rap,memphis hip hop,tennessee hip hop,trap","A$AP Worldwide/Polo Grounds Music/RCA Records",0.901,0.529,8,-7.94,1,0.413,0.0679,0,0.536,0.343,144.941,4
0dSIrRkA4PadGll16TgbnV,"PICK IT UP (feat. A$AP Rocky)","Dex Meets Dexter","Famous Dex,A$AP Rocky",2018-04-06,191251,60,igotbookies,2022-10-16T23:30:43Z,"chicago rap,drill,rap,trap,east coast hip hop,hip hop","300 Entertainment",0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,4
7ycWLEP1GsNjVvcjawXz3z,"Praise The Lord (Da Shine) (feat. Skepta)","TESTING","A$AP Rocky,Skepta",2018-05-25,205040,81,igotbookies,2022-10-19T00:25:52Z,"east coast hip hop,hip hop,rap,birmingham grime,grime,instrumental grime,uk hip hop","A$AP Worldwide/Polo Grounds Music/RCA Records",0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4
5jwsY4al2m8JMs7KxU70YM,"Zobamambafoo (Remix) (feat. Lil Uzi Vert & Lil Yachty)","Designer Drugz 3","HoodRich Pablo Juan,Lil Uzi Vert,Lil Yachty",2017-10-06,186552,24,igotbookies,2022-10-25T06:21:11Z,"atl hip hop,detroit trap,trap,hip hop,melodic rap,philly rap,rage rap,rap","Mony Powr RSpt / Hoodrich / EMPIRE",0.868,0.701,1,-7.515,1,0.297,0.0164,0,0.111,0.705,120.028,4
0w6webWdhjRKdqJ3DeGgM1,"STATS","DIE FOR MY BITCH","Baby Keem",2019-07-19,169828,61,igotbookies,2022-10-30T20:56:39Z,"hip hop,rap","Baby Keem LLC",0.567,0.462,1,-7.794,1,0.36,0.00192,0.00000357,0.106,0.172,152.236,4
078C2jXg7XsMgW78Gfx1JA,"SMUCKERS (feat. Lil Wayne & Kanye West)","Cherry Bomb","Tyler, The Creator,Lil Wayne,Kanye West",2015-04-13,334363,65,igotbookies,2022-10-30T21:00:03Z,"hip hop,rap,new orleans rap,pop rap,trap,chicago rap","Odd Future",0.427,0.849,7,-2.945,1,0.348,0.015,0.00373,0.153,0.55,79.155,4
31UJ8vd4JQc1JEa7TgcDSz,"Shittin' Me","Shittin' Me","A$AP Rocky",2022-12-02,144729,52,igotbookies,2022-12-17T05:27:34Z,"east coast hip hop,hip hop,rap","A$AP Worldwide/Polo Grounds Music/RCA Records",0.738,0.659,1,-2.398,1,0.17,0.0411,0,0.0681,0.488,148.007,4
4FyesJzVpA39hbYvcseO2d,"Just Wanna Rock","Just Wanna Rock","Lil Uzi Vert",2022-10-17,123890,71,igotbookies,2022-12-17T05:27:40Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,4
3ruoIF2UnoXdzK8mR61ebq,"Rich Nigga Shit (feat. Young Thug)","SAVAGE MODE II","21 Savage,Metro Boomin,Young Thug",2020-10-02,190331,74,igotbookies,2023-02-15T05:42:35Z,"atl hip hop,hip hop,rap,atl trap,gangster rap,melodic rap,trap","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",0.825,0.733,1,-5.625,0,0.0969,0.349,0,0.112,0.62,97.974,4
6VS7wKwtvL2FvTupYSWZ9e,"Invincible","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Aminé",2018-12-14,196386,56,igotbookies,2022-12-17T05:27:53Z,"pop rap,portland hip hop,rap,underground hip hop","Universal Records",0.759,0.6,5,-4.391,0,0.29,0.145,0.000237,0.104,0.458,86.964,4
5MelFaia7UyOxn3Xkhcunf,"OG!","LP!","JPEGMAFIA",2021-10-22,95070,49,igotbookies,2022-12-17T05:27:56Z,"alternative hip hop,experimental hip hop,industrial hip hop","Universal Records",0.729,0.653,8,-4.601,1,0.105,0.00463,0.00000127,0.471,0.35,92.573,4
2LTlO3NuNVN70lp2ZbVswF,"FEEL.","DAMN.","Kendrick Lamar",2017-04-14,214826,66,igotbookies,2022-12-17T05:28:00Z,"conscious hip hop,hip hop,rap,west coast rap","Aftermath",0.746,0.798,0,-8.382,1,0.349,0.137,0,0.139,0.553,109.968,4
7r74CyCSe3DuBczLSZCUzR,"Late","Late Registration","Kanye West",2005-01-01,230493,40,igotbookies,2022-12-17T05:28:06Z,"chicago rap,hip hop,rap","Roc-A-Fella",0.293,0.829,10,-6.003,0,0.181,0.236,0.00000352,0.257,0.66,159.707,4
2g6tReTlM2Akp41g0HaeXN,"Die Hard","Mr. Morale & The Big Steppers","Kendrick Lamar,Blxst,Amanda Reifer",2022-05-13,239026,72,igotbookies,2022-12-17T05:28:12Z,"conscious hip hop,hip hop,rap,west coast rap,pop rap,westcoast flow,barbadian pop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,4
51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)","King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock,Kendrick Lamar,Future,James Blake",2018-01-12,229670,68,igotbookies,2023-02-09T02:15:22Z,"conscious hip hop,hip hop,rap,southern hip hop,trap,west coast rap,atl hip hop,art pop,indie soul,indietronica,uk alternative pop","Black Panther (TDE/DMG) PS",0.645,0.705,1,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133,4
1gT5TGwbkkkUliNzHRIGi1,"4:44","4:44","JAY-Z",2017-07-07,284493,68,igotbookies,2022-12-17T05:33:50Z,"east coast hip hop,gangster rap,hip hop,pop rap,rap","Roc Nation / Jay-Z",0.261,0.852,9,-4.965,1,0.158,0.139,0.0000426,0.477,0.431,177.997,4
7KA4W4McWYRpgf0fWsJZWB,"See You Again (feat. Kali Uchis)","Flower Boy","Tyler, The Creator,Kali Uchis",2017-07-21,180386,89,igotbookies,2022-12-17T05:34:06Z,"hip hop,rap,colombian pop","Columbia",0.558,0.559,6,-9.222,1,0.0959,0.371,0.00000749,0.109,0.62,78.558,4
3S68RFe1lsdCdTMPIMJM3X,"Cash In Cash Out","Cash In Cash Out","Pharrell Williams,21 Savage,Tyler, The Creator",2022-06-10,216135,65,igotbookies,2022-12-17T05:34:12Z,"dance pop,pop,atl hip hop,hip hop,rap","Columbia",0.877,0.56,7,-3.751,1,0.0596,0.00721,0.00000145,0.0839,0.154,119.971,4
5B0kgjHULYJhAQkK5XsMoC,"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)","CALL ME IF YOU GET LOST","Tyler, The Creator,YoungBoy Never Broke Again,Ty Dolla $ign",2021-06-25,121572,72,igotbookies,2022-12-17T05:34:17Z,"hip hop,rap,baton rouge rap,pop rap,r&b,southern hip hop,trap,trap soul","Columbia",0.493,0.653,0,-5.666,0,0.0466,0.269,0,0.511,0.852,142.347,4
3EG9FJ0ToLfgnc1IG2Z1wz,"SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)","CALL ME IF YOU GET LOST","Tyler, The Creator,Brent Faiyaz,Fana Hues",2021-06-25,588139,73,igotbookies,2022-12-17T05:34:22Z,"hip hop,rap,r&b,alternative r&b,indie r&b","Columbia",0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,4
0SA0mMXWh23raZ6xzOCU2V,"She","Goblin","Tyler, The Creator,Frank Ocean",2011-05-09,253386,75,igotbookies,2022-12-17T05:34:34Z,"hip hop,rap,lgbtq+ hip hop,neo soul","XL Recordings",0.35,0.621,8,-6.495,0,0.233,0.256,0.0000344,0.613,0.459,83.375,4
0JuSGEldfovcc8IS9va1wa,"Believe What I Say","Donda","Kanye West",2021-08-29,242400,60,igotbookies,2022-12-17T05:36:29Z,"chicago rap,hip hop,rap","Rock The World/IDJ/Kanye LP7",0.595,0.656,7,-7.868,1,0.247,0.148,0,0.47,0.416,99.811,4
45N9i9QraLWD6GW7xBqxnx,"Remote Control","Donda","Kanye West",2021-08-29,198613,54,igotbookies,2022-12-17T05:37:05Z,"chicago rap,hip hop,rap","Rock The World/IDJ/Kanye LP7",0.792,0.548,4,-7.079,1,0.082,0.0784,0.0000726,0.167,0.197,110.105,4
3SsJ17EnPIu1B4GZshqjIS,"Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff)","HEROES & VILLAINS","Metro Boomin,A$AP Rocky,Takeoff",2022-12-02,189426,65,igotbookies,2022-12-21T18:14:01Z,"rap,east coast hip hop,hip hop,atl hip hop,trap","Republic Records",0.498,0.768,8,-5.99,1,0.295,0.0821,0,0.319,0.387,177.97,3
0w2piYWj1F2bzUftzGJgK9,"Paranoid","808s & Heartbreak","Kanye West,Mr Hudson",2008-11-24,277906,61,igotbookies,2022-12-21T18:14:07Z,"chicago rap,hip hop,rap","Roc-A-Fella",0.587,0.611,6,-7.408,1,0.106,0.114,0.0000983,0.0765,0.464,114.991,4
1qm8gshOp7RkwP47WRukrS,"Da Enemy","D.I.T.C.","D.I.T.C.,Big L,Fat Joe",2000-02-22,166400,56,igotbookies,2022-12-22T22:48:21Z,"alternative hip hop,bronx hip hop,hardcore hip hop,east coast hip hop,harlem hip hop,gangster rap,hip hop,pop rap,rap,trap","Tommy Boy Music, LLC",0.647,0.839,11,-6.569,1,0.416,0.0318,0.344,0.299,0.789,174.201,4
4qiyzG1nnCzgrNNKutvgUc,"King Tee's Beer Stand","Tha Triflin' Album","King Tee",1993-01-01,60975,37,igotbookies,2022-12-22T22:48:25Z,"g funk,old school hip hop,west coast rap","Capitol Records",0.894,0.603,1,-10.805,1,0.397,0.0248,0,0.152,0.93,100.313,4
5TxRUOsGeWeRl3xOML59Ai,"ARE WE STILL FRIENDS?","IGOR","Tyler, The Creator",2019-05-17,265480,81,igotbookies,2022-12-22T22:51:01Z,"hip hop,rap","Columbia",0.216,0.497,10,-8.025,1,0.0371,0.128,0.00000239,0.111,0.313,187.308,3
5hTpBe8h35rJ67eAWHQsJx,"Caroline","Good For You","Aminé",2017-07-28,209640,66,igotbookies,2022-12-22T22:51:39Z,"pop rap,portland hip hop,rap,underground hip hop","Universal Records",0.94,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.04,4
32xx0fAv3CIeGmNaWTHvEF,"Heebiejeebies - Bonus","Good For You","Aminé,Kehlani",2017-07-28,220160,52,igotbookies,2022-12-22T22:51:45Z,"pop rap,portland hip hop,rap,underground hip hop,pop,r&b","Universal Records",0.765,0.5,1,-7.626,1,0.152,0.423,0,0.108,0.495,107.043,4
5qHirGR7M9tdm6C17DlzSY,"REEL IT IN","ONEPOINTFIVE","Aminé",2018-08-15,121346,66,igotbookies,2022-12-22T22:51:49Z,"pop rap,portland hip hop,rap,underground hip hop","Republic Records",0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,4
5Gt9bxniM1SxN61yRzRhXL,"United In Grief","Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,255377,73,igotbookies,2022-12-22T23:16:37Z,"conscious hip hop,hip hop,rap,west coast rap","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.529,0.845,8,-8.142,1,0.404,0.244,0,0.143,0.331,85.63,3
2Ih217RCGAmyQR68Nn7Cqo,"You Know How We Do It","Lethal Injection","Ice Cube",1993-12-07,232773,75,igotbookies,2022-12-26T02:49:31Z,"conscious hip hop,g funk,gangster rap,hip hop,rap,west coast rap","Priority Records",0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,4
4AFsRbaLKRWo3dDtjDFA2V,"Me and Your Mama","Awaken, My Love!","Childish Gambino",2016-12-02,379226,53,igotbookies,2022-12-27T06:59:26Z,"atl hip hop,hip hop,rap","Glassnote Entertainment Group LLC",0.545,0.442,5,-12.111,1,0.0352,0.0104,0.0271,0.0664,0.242,118.073,3
0WtDGnWL2KrMCk0mI1Gpwz,"Redbone","Awaken, My Love!","Childish Gambino",2016-12-02,326933,56,igotbookies,2022-12-27T06:59:37Z,"atl hip hop,hip hop,rap","Glassnote Entertainment Group LLC",0.745,0.353,1,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111,4
0YsGMHid6sFq5PcToe3JZE,"Les","Camp","Childish Gambino",2011-11-15,317293,58,igotbookies,2022-12-27T06:59:41Z,"atl hip hop,hip hop,rap","Glassnote Entertainment Group LLC",0.541,0.674,1,-7.04,0,0.0841,0.00649,0.0000976,0.235,0.123,103.139,4
5cc9Zbfp9u10sfJeKZ3h16,"3005","Because the Internet","Childish Gambino",2013-12-10,234215,53,igotbookies,2022-12-27T06:59:44Z,"atl hip hop,hip hop,rap","Glassnote Entertainment Group LLC",0.664,0.447,6,-7.272,0,0.289,0.112,0,0.091,0.659,83.138,4
1pacwLXyRO47ka0v6LTIiY,"Raindrops (Insane) [with Travis Scott]","HEROES & VILLAINS","Metro Boomin,Travis Scott",2022-12-02,188586,71,igotbookies,2022-12-27T19:53:37Z,"rap,slap house","Republic Records",0.804,0.539,7,-5.949,0,0.0391,0.0972,0,0.347,0.12,111.975,4
1fewSx2d5KIZ04wsooEBOz,"Space Cadet (feat. Gunna)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin,Gunna",2018-11-06,203266,77,igotbookies,2022-12-27T20:11:34Z,"rap,atl hip hop,melodic rap,trap","Republic Records",0.901,0.464,5,-9.789,0,0.0645,0.368,0.0000182,0.238,0.638,109.004,4
6hs75fW16hitxMBolLj0Xi,"Soul Reaver","Lil Black Jean Jacket","A$AP ANT,A$AP Twelvyy",2018-05-16,168071,42,igotbookies,2022-12-28T07:17:29Z,"baltimore hip hop,drill,underground hip hop","A$AP Ant",0.97,0.334,9,-12.563,1,0.258,0.0823,0.0000629,0.11,0.0835,120.023,4
31ruOiu2IB2rkFOjkndL2K,"HIDDEN VOICES","WOKEUPTHINKINBOUT / HIDDEN VOICES","Aaron May",2022-01-07,150909,0,igotbookies,2022-12-28T07:25:09Z,"conscious hip hop","MOVEINTHEAM",0.754,0.53,11,-10.846,0,0.0742,0.774,0.0176,0.116,0.899,140.014,4
